num_1,num_2,num_3,first_name,last_name,city,country,department,with_nulls_1,contract_type_1,date_1,date_2
42,7.312621169109024,64.04491785684615,Noah,Brown,Seattle,Spain,Operations,,CONTRACT,24-May-2023,01-Feb-2023
9,641.2944695375174,24.814029674301846,Daniel,Martinez,Mesa,Denmark,Customer Support,,CONTRACT,28-Nov-2021,17-Oct-2022
23,238.40436706708857,50.25275286441998,Liam,Martinez,Jacksonville,Belgium,Operations,,CONTRACT,31-Jan-2022,21-Oct-2020
39,379.15204659541604,58.400919620836305,Jack,Nguyen,,Sweden,Product,,CONTRACT,21-Oct-2022,29-Jun-2020
5,544.8668586035272,73.40945910719313,Benjamin,Wright,Portland,Ireland,Quality Assurance,Austin,CONTRACT,09-Jan-2021,16-May-2020
36,222.7776979269276,33.371329112517444,Sofia,Robinson,Sacramento,Canada,Product,,CONTRACT,20-Jun-2021,29-Nov-2021
52,690.0076750194538,26.19541455723831,Emma,Anderson,Baltimore,Norway,Legal,Colorado Springs,CONTRACT,15-Mar-2021,02-Jun-2022
82,480.29909266353775,53.00505944216306,Henry,Lopez,Houston,Denmark,Design,,CONTRACT,02-Aug-2020,06-Oct-2023
86,140.78165981144332,64.24406486534335,Joseph,Flores,Louisville,Sweden,Product,New York,CONTRACT,23-Feb-2023,13-Mar-2021
30,636.1544814947637,21.200478722992496,Ella,Davis,Phoenix,Colombia,Legal,,CONTRACT,04-Nov-2022,06-Nov-2021
87,586.8543907274143,80.84836002610801,Michael,Clark,Colorado Springs,Ireland,Design,,CONTRACT,18-Jun-2020,30-Dec-2022
74,691.68822604274,25.594208295006883,Ella,Martin,Los Angeles,Mexico,Customer Support,,CONTRACT,09-Oct-2023,28-Oct-2023
75,102.90038713205674,50.97119411569276,Benjamin,Rodriguez,,Austria,Product,San Diego,CONTRACT,08-Mar-2022,21-May-2021
40,200.6776820566236,58.64067585540224,Charlotte,Lee,Baltimore,Finland,Analytics,,CONTRACT,10-Mar-2022,19-Mar-2020
99,694.7185763726263,54.76821306632049,Elizabeth,Ramirez,Dallas,India,Engineering,,CONTRACT,24-Aug-2020,09-Jul-2022
66,611.5943807598003,56.33863121612036,Riley,Walker,Raleigh,Canada,Marketing,,CONTRACT,03-Aug-2020,18-May-2020
90,820.7447794644689,46.188821972680145,,Gonzalez,San Francisco,UK,Design,Chicago,CONTRACT,24-Apr-2023,24-Feb-2023
14,172.0611456873622,23.07957776867971,Sophia,Wright,Memphis,India,Marketing,San Francisco,CONTRACT,05-May-2022,15-Oct-2020
19,343.955587331244,43.26754365337096,Lily,Green,,Denmark,IT,San Francisco,CONTRACT,07-Jan-2020,29-Jun-2022
67,625.7986787953091,37.20394071222894,James,Lee,Colorado Springs,Australia,Design,Milwaukee,CONTRACT,10-Apr-2023,21-Jul-2021
28,179.27834484706918,36.59814815841249,David,Gonzalez,Washington,Poland,Procurement,,CONTRACT,31-Jul-2023,17-Jul-2022
23,34.188354586622616,45.18151164491512,Ella,Flores,Phoenix,France,Human Resources,,CONTRACT,05-Sep-2022,11-Sep-2021
88,432.96699680005304,31.70496489110018,,Perez,Boston,Poland,IT,,CONTRACT,05-Jan-2020,01-May-2022
8,570.03057467829,71.88911048708955,Mason,Lopez,Las Vegas,Australia,Legal,,CONTRACT,11-Jan-2020,16-Nov-2020
15,317.51528642327764,26.184067751138105,Mason,Martin,Dallas,South Korea,Finance,,CONTRACT,22-Aug-2021,09-Apr-2023
92,932.7444937800708,52.95619699607948,Chloe,Hill,San Francisco,Finland,Sales,,CONTRACT,25-Dec-2021,20-Sep-2022
48,654.5929132575154,64.32549673620782,,White,,Colombia,Operations,Raleigh,CONTRACT,15-Oct-2022,15-Jul-2021
95,859.9669772113846,47.908270435487786,Evelyn,Gonzalez,Atlanta,Sweden,Research,,CONTRACT,21-Feb-2021,03-Jan-2022
79,515.331121922479,42.29464438710277,Ethan,Young,San Diego,India,Design,,CONTRACT,14-Aug-2021,15-Dec-2021
83,890.1824824623302,53.98803630372832,Benjamin,Robinson,Baltimore,Finland,Sales,,CONTRACT,17-Jul-2020,07-Jul-2022
26,898.0385567855712,50.54553587951676,Aria,Clark,Los Angeles,Peru,IT,,CONTRACT,07-Sep-2022,16-May-2022
52,568.5145722512673,53.9165790831648,,Nguyen,,Belgium,Analytics,,CONTRACT,15-Jul-2022,19-Oct-2023
21,915.3688275180236,53.74393972553629,Ella,Taylor,Mesa,Austria,Engineering,San Antonio,CONTRACT,20-Nov-2023,17-Jun-2022
14,717.9034071873758,18.288662160780703,Aria,Gonzalez,Milwaukee,Germany,Product,,CONTRACT,22-Jun-2020,02-Oct-2023
4,27.65942436999591,67.84091003048651,,Lewis,,Austria,Operations,,CONTRACT,13-Sep-2021,08-Sep-2023
54,258.26117144705273,30.646308913566568,Ava,Jones,,Thailand,Design,Raleigh,CONTRACT,29-Jul-2021,17-Sep-2021
22,78.07988001720145,58.93515989839054,Amelia,Scott,Fort Worth,Spain,Engineering,Boston,CONTRACT,25-May-2022,29-Jan-2021
76,566.408887885927,68.90575092959457,Liam,Wright,New York,India,Sales,Indianapolis,CONTRACT,19-Jan-2021,19-Sep-2023
22,771.4206423617414,48.06947368128229,Jack,Smith,Detroit,USA,Quality Assurance,,CONTRACT,30-Jan-2020,22-Jul-2021
43,963.757072772648,80.16422989581164,Grace,Scott,Colorado Springs,Colombia,Operations,,CONTRACT,16-Oct-2022,17-Sep-2021
93,707.4377288795456,60.955398959077854,Mason,Martin,,Argentina,Customer Support,,CONTRACT,30-Jul-2020,09-Oct-2021
15,486.1371545668429,50.03233874457759,Jack,Johnson,,Netherlands,Product,Boston,CONTRACT,26-Feb-2021,19-Jun-2023
48,926.087080453731,16.44663157655979,Charlotte,Ramirez,Sacramento,India,Research,,CONTRACT,25-Feb-2021,26-Aug-2022
59,835.8374639091624,37.146910084079465,David,Flores,Miami,Peru,Product,,CONTRACT,17-Jun-2023,27-Oct-2022
12,48.32522605157952,54.485710277962795,Samuel,Ramirez,Seattle,South Korea,Operations,,CONTRACT,16-Aug-2020,29-Sep-2022
50,716.1049491802362,78.72821378702527,Sofia,Wright,Louisville,Singapore,Quality Assurance,Fort Worth,CONTRACT,03-Apr-2023,23-Nov-2022
83,29.38942382138432,51.15515919956392,Mason,Sanchez,Atlanta,Singapore,Research,Portland,CONTRACT,30-Sep-2022,20-Feb-2023
8,31.352828929973487,40.62905728229023,Ethan,Gonzalez,,Norway,Sales,Phoenix,CONTRACT,28-Nov-2023,17-Oct-2020
53,228.72402451733308,68.07807644459146,Lily,Jones,Indianapolis,Poland,Sales,,CONTRACT,11-Mar-2020,19-Apr-2021
37,917.6879209593558,34.40541032242456,Mia,Moore,Atlanta,Czech Republic,Product,,CONTRACT,04-May-2020,21-Dec-2020
76,394.0220623430625,37.34453903646722,Aiden,Hernandez,Austin,Brazil,Research,,CONTRACT,16-Apr-2020,15-Nov-2020
58,915.1434637570927,57.068984835919714,Lucas,Perez,Detroit,Netherlands,Marketing,,CONTRACT,26-May-2023,14-Mar-2021
37,79.54173859532577,63.946871068078586,Emily,Harris,Las Vegas,Peru,Marketing,,CONTRACT,17-Mar-2020,12-Jan-2020
32,958.3468083428506,53.09331279565789,Isabella,King,Chicago,Poland,Analytics,,CONTRACT,19-Jul-2021,23-Apr-2020
95,433.85949047829644,54.91086606669031,Avery,Davis,Albuquerque,Chile,Engineering,,CONTRACT,14-Jun-2020,03-Nov-2021
62,579.6195749912154,45.51739194512486,Elizabeth,Hernandez,San Diego,Denmark,Design,,CONTRACT,19-Jan-2020,18-Jun-2021
24,453.09186098506103,70.18260034719427,Amelia,Thomas,Los Angeles,Czech Republic,Legal,,CONTRACT,14-Aug-2022,16-Dec-2022
60,468.1187942990306,44.437858953723925,Riley,Thomas,,Sweden,Marketing,,CONTRACT,03-Jun-2021,02-Jul-2023
45,796.8044855098642,58.099264248711165,Riley,Martinez,Columbus,Argentina,Research,,CONTRACT,21-Jul-2023,29-Nov-2023
0,648.4546444876759,39.65805531196501,Mia,Scott,Denver,Austria,Quality Assurance,,CONTRACT,03-Jan-2020,18-Nov-2022
69,965.0637714443088,28.18133905391041,,Flores,Louisville,France,Human Resources,,CONTRACT,18-Apr-2021,29-May-2020
5,440.8499602368506,46.7692238713067,Daniel,Moore,Philadelphia,Mexico,IT,,CONTRACT,31-Aug-2021,02-Apr-2020
68,884.3088697686691,61.854667321726055,Ella,Gonzalez,Memphis,Thailand,Marketing,Philadelphia,CONTRACT,01-Jul-2021,03-Dec-2020
95,874.4433384386298,43.231633928489806,,Lewis,,Poland,Marketing,,CONTRACT,05-Oct-2020,26-Jun-2023
70,222.79186144572705,22.410805364407057,Aiden,Brown,Kansas City,Sweden,Legal,,CONTRACT,30-Nov-2022,27-Feb-2022
88,419.0850876975579,57.00513264935493,Mia,Brown,Albuquerque,Finland,Finance,,CONTRACT,16-Jul-2022,25-May-2021
14,374.7594050215616,49.740254973034,Sophia,Rodriguez,San Diego,Mexico,IT,,CONTRACT,15-Oct-2023,24-Jun-2023
39,960.1349921152276,48.667564851788526,Jack,Johnson,Los Angeles,Thailand,IT,Las Vegas,CONTRACT,10-Nov-2021,22-Dec-2023
2,32.20889049381137,74.63436419415771,,Perez,Albuquerque,Austria,Marketing,,CONTRACT,25-Mar-2023,31-May-2021
2,360.55680858306016,6.917882815227614,,Wright,Phoenix,Belgium,Design,,CONTRACT,02-Jan-2021,01-Oct-2020
75,558.6144249806093,69.94394305433315,Grace,Davis,Kansas City,Japan,Procurement,,CONTRACT,03-Apr-2022,31-Mar-2023
68,250.3480504891612,49.015423857530585,Carter,Allen,Louisville,Argentina,IT,,CONTRACT,30-May-2021,17-Nov-2023
81,647.336948542797,41.2307376876829,Liam,Lee,Miami,Denmark,Product,,CONTRACT,16-Jun-2022,14-Aug-2022
22,760.070312037481,41.780413237830274,Sebastian,Williams,San Jose,Colombia,Procurement,,CONTRACT,16-Mar-2022,05-Oct-2021
29,231.16655144229492,54.904104079717165,Joseph,Rodriguez,Seattle,Poland,Human Resources,Philadelphia,CONTRACT,18-Sep-2022,25-Dec-2021
37,532.0396949676228,49.57663187820281,,Hernandez,Miami,Singapore,Operations,,CONTRACT,13-Feb-2021,18-Jul-2023
73,715.6372907617788,48.20123288328925,Samuel,Nguyen,,Spain,Sales,,CONTRACT,10-Dec-2020,15-Apr-2022
79,257.03175094522715,61.132501671231395,Daniel,Williams,Miami,Finland,Customer Support,San Antonio,CONTRACT,01-May-2020,20-Jul-2022
71,417.9011164445223,61.748459621349085,Scarlett,Wright,Seattle,USA,Product,,CONTRACT,21-Aug-2023,31-Oct-2020
44,758.4260839784979,36.8383258888709,Evelyn,Allen,Houston,Spain,Customer Support,,CONTRACT,08-Sep-2020,18-Feb-2022
78,692.8793070507087,51.14340214162824,Evelyn,White,Phoenix,Australia,Design,,CONTRACT,13-Mar-2023,09-Apr-2021
74,862.1950412248538,37.016908086026724,Aria,Thompson,Jacksonville,Germany,Human Resources,,CONTRACT,18-Aug-2023,04-Jun-2023
58,29.22193420923158,59.37797395763454,Owen,Allen,,New Zealand,Engineering,,CONTRACT,15-Jul-2020,09-Jan-2022
4,773.6012622281274,45.501142727360055,Elizabeth,Johnson,Austin,South Korea,Marketing,,CONTRACT,02-Aug-2022,07-Apr-2021
72,328.56540543453195,48.07228796918915,Alexander,Martin,Seattle,Netherlands,Marketing,,CONTRACT,24-Dec-2021,28-Feb-2020
83,577.5399151769468,44.475797386417156,Harper,Flores,San Francisco,UK,Legal,,CONTRACT,31-Jan-2023,11-Apr-2020
74,487.3034845031371,75.63631849128934,Aiden,Young,Nashville,Ireland,Sales,Dallas,CONTRACT,25-Feb-2021,21-Mar-2022
34,128.08747926947927,55.80906503725814,Harper,Martin,,USA,Design,Nashville,CONTRACT,12-Aug-2022,19-Mar-2021
89,53.05753865931273,75.4080908267787,James,Smith,Washington,Canada,Analytics,,CONTRACT,01-May-2023,26-Oct-2022
63,184.00982919939113,53.35988387045475,Samuel,Nguyen,New York,Netherlands,Customer Support,,CONTRACT,13-Sep-2022,04-Jun-2020
54,359.69918325271357,77.25344117350548,Emily,Clark,San Diego,Portugal,Procurement,,CONTRACT,09-Jul-2023,24-Mar-2022
0,263.2636164961135,59.77098934675422,Emma,Nguyen,Fort Worth,Peru,Analytics,,CONTRACT,15-Jan-2023,04-Nov-2023
64,728.2907816687537,44.10974491740089,Michael,Jackson,Atlanta,Germany,IT,,CONTRACT,28-May-2020,13-May-2020
57,677.4458035586462,42.36596915916997,Ava,Lopez,,Brazil,Operations,,CONTRACT,16-Aug-2023,06-May-2022
91,896.1253435928654,23.373209168237924,Scarlett,Smith,Baltimore,Ireland,Procurement,,CONTRACT,06-Mar-2022,08-Jun-2023
36,693.4770009549394,45.438384353302766,Owen,Taylor,Columbus,Belgium,Product,,CONTRACT,27-Aug-2022,29-Sep-2020
26,885.9845739793342,32.45681764225612,Alexander,Wright,Columbus,Thailand,Engineering,,CONTRACT,16-Oct-2021,04-Aug-2020
75,678.4276241086231,53.23101360289844,David,Green,Louisville,Switzerland,Procurement,Memphis,CONTRACT,21-Nov-2021,06-Dec-2023
56,545.9476259637781,49.79578765520043,Ava,Clark,New York,India,Engineering,,CONTRACT,25-Jun-2023,15-Aug-2023
9,762.8944474304017,61.48151206098868,Grace,Perez,Austin,Brazil,Operations,,CONTRACT,24-Dec-2022,25-Apr-2022
71,773.8887338071867,86.86747156648818,Mia,Miller,,Poland,Product,,CONTRACT,15-May-2020,31-Mar-2022
1,374.3201324348079,20.850399554147778,,Davis,Mesa,Italy,Operations,San Francisco,CONTRACT,25-Dec-2022,07-Aug-2022
58,801.9862775878034,50.124670451944,William,Green,San Francisco,Switzerland,Sales,,CONTRACT,10-May-2023,16-May-2022
62,423.3859065760289,82.92016814850152,Aiden,Lopez,Portland,Germany,Procurement,,CONTRACT,21-Dec-2023,27-Oct-2023
42,395.0462355627671,6.536839297511115,Amelia,Perez,Charlotte,Australia,Finance,,CONTRACT,11-Dec-2022,01-Oct-2020
7,133.4330198368795,50.118009386000686,Mia,Thomas,Atlanta,USA,Quality Assurance,,CONTRACT,05-Nov-2020,11-Sep-2022
24,244.13569045806648,63.62672705101567,Avery,Hernandez,Tucson,Thailand,Human Resources,,CONTRACT,27-Jan-2022,08-Jun-2023
76,333.72867376344595,86.01725431509401,Scarlett,Young,Albuquerque,Chile,Procurement,Las Vegas,CONTRACT,03-May-2020,07-Mar-2022
9,206.99565709236933,30.20480095550446,Henry,Thompson,,Poland,Research,,CONTRACT,04-Jan-2020,11-Aug-2023
24,321.79894120694416,60.54567565108488,Avery,Thompson,Memphis,Peru,Customer Support,,CONTRACT,23-Apr-2021,13-Mar-2020
62,608.8133211090806,31.1068506181284,Avery,Green,Tucson,Denmark,Legal,,CONTRACT,06-Jul-2020,06-Dec-2022
1,911.4180773478686,47.57858785812047,Benjamin,Thomas,Boston,Ireland,Finance,Detroit,CONTRACT,24-Dec-2021,24-Jan-2022
4,310.5196266198976,88.00946376801949,,Garcia,San Diego,Argentina,Research,,CONTRACT,04-Nov-2020,01-Jan-2023
43,865.8868596628965,65.4939354634897,Ethan,Robinson,San Francisco,South Korea,Finance,Memphis,CONTRACT,04-Jan-2022,20-May-2021
40,323.87593127845304,51.84341036081172,Emily,Hill,Milwaukee,Belgium,Engineering,,CONTRACT,29-Feb-2020,03-Dec-2023
47,365.3181124717229,65.26151923493966,Chloe,Perez,San Antonio,Norway,Marketing,,CONTRACT,08-Mar-2021,14-Jan-2020
58,684.0649448770492,25.32741278374941,William,Taylor,Miami,Sweden,Legal,,CONTRACT,29-Apr-2021,08-Apr-2023
70,191.695435128586,47.73626418190875,Olivia,Rodriguez,Nashville,India,Sales,Las Vegas,CONTRACT,10-Dec-2022,06-Mar-2020
89,68.12693964568595,56.49146080701168,Sophia,Davis,Raleigh,Netherlands,Finance,Philadelphia,CONTRACT,06-Feb-2023,27-Jul-2021
35,411.6025091648979,52.38112922473153,James,King,Houston,Belgium,Design,Louisville,CONTRACT,16-Dec-2022,02-Sep-2021
28,789.1094636437209,50.69224375270043,Lucas,Lee,Colorado Springs,Peru,Quality Assurance,,CONTRACT,15-Aug-2022,24-Aug-2022
92,284.42124066776375,61.93671117496832,Daniel,Robinson,Atlanta,Poland,Marketing,Louisville,CONTRACT,31-Jul-2023,07-Nov-2021
78,458.3448600640394,39.3556858174745,Emily,White,Portland,Canada,Research,,CONTRACT,22-Sep-2022,26-Jan-2022
93,572.9104078497236,54.059855114040985,Riley,Scott,,Brazil,Operations,Long Beach,CONTRACT,08-Jun-2023,09-Dec-2023
32,860.0499032160861,72.12748584164041,Charlotte,Hernandez,Philadelphia,USA,Human Resources,,CONTRACT,28-Jan-2021,23-Sep-2021
98,365.8111996421181,51.87891917358463,Ethan,Jones,Philadelphia,Norway,Engineering,,CONTRACT,24-Feb-2023,23-Aug-2020
27,353.28453709981613,35.04226691430328,Isabella,Miller,Columbus,Thailand,Operations,Memphis,CONTRACT,03-Oct-2023,02-Feb-2021
48,337.6271677502713,62.38115148322689,,Johnson,,Chile,Quality Assurance,Nashville,CONTRACT,27-Mar-2023,22-Sep-2023
75,284.6283667396764,44.382949565557354,Victoria,Harris,Mesa,Chile,Design,,CONTRACT,14-Jun-2021,06-Dec-2021
97,315.8386753532831,20.18903598947987,Noah,Johnson,Raleigh,Spain,Operations,Dallas,CONTRACT,12-Apr-2020,24-Jun-2020
59,396.2786320765624,59.5092690556295,Sebastian,Robinson,Memphis,Italy,Legal,San Francisco,CONTRACT,21-Apr-2023,17-Dec-2023
86,996.5007258222504,37.65079995987447,Grace,Lewis,Atlanta,Norway,IT,Kansas City,CONTRACT,03-May-2022,22-Apr-2022
86,822.4507394891336,53.39457911332965,Noah,Martin,New York,Norway,Sales,,CONTRACT,02-Nov-2020,09-Oct-2020
11,414.80132956201476,16.359005415934384,Joseph,Williams,San Antonio,Colombia,Design,,CONTRACT,22-Jul-2020,24-Nov-2022
24,262.52836860504635,65.73836803795393,William,Sanchez,,Singapore,Human Resources,New York,CONTRACT,07-Mar-2021,11-May-2022
18,196.92779134644255,40.27114827335983,Samuel,Hernandez,Raleigh,Thailand,Quality Assurance,Boston,CONTRACT,28-Jul-2021,30-Jan-2021
65,712.5282794025621,24.878224900144595,Elizabeth,Torres,,Peru,Operations,,CONTRACT,18-Jul-2020,08-Mar-2022
43,364.22170101880334,51.55829896692298,Liam,Harris,Los Angeles,France,Legal,,CONTRACT,31-Jul-2020,25-Nov-2021
94,426.7925772273289,40.09731659115425,Daniel,Flores,Fresno,Denmark,Customer Support,,CONTRACT,18-Jun-2021,06-Oct-2021
49,66.4877408836475,33.06780533625346,Samuel,Torres,Philadelphia,Italy,Research,,CONTRACT,18-Aug-2020,10-Mar-2022
94,116.54258838078579,67.15510914672385,Emma,Wright,Jacksonville,Poland,Human Resources,,CONTRACT,30-Sep-2022,18-Jul-2023
9,713.2847966480809,52.2454347785621,Amelia,Perez,,Australia,Product,,CONTRACT,09-Mar-2023,26-Nov-2020
76,310.9607184866928,71.0958516693932,Victoria,Anderson,Washington,Thailand,Finance,,CONTRACT,13-Sep-2023,09-Sep-2023
49,416.7019237683056,61.68750531569461,Evelyn,Perez,,USA,Research,,CONTRACT,02-Aug-2022,15-Nov-2023
96,767.9889701590124,18.983647569767587,Emily,Martin,Jacksonville,Australia,Legal,Mesa,CONTRACT,04-Jul-2023,09-Sep-2022
84,169.68370835845448,54.38050259763205,Sofia,Johnson,Denver,Italy,Engineering,Atlanta,CONTRACT,27-Apr-2022,10-Jul-2020
74,303.97279629894416,62.20418888534739,Lily,Scott,San Francisco,Norway,Sales,,CONTRACT,27-Dec-2020,29-Jul-2020
43,802.3741429461204,39.48816695004288,Mason,Scott,Long Beach,China,Engineering,,CONTRACT,28-Sep-2021,28-Jul-2023
34,147.88997966271745,99.90368001294065,Elizabeth,Anderson,Charlotte,Canada,Operations,,CONTRACT,23-Sep-2020,09-Oct-2023
30,674.1750910131968,39.29557030614514,Joseph,Brown,Phoenix,Norway,Product,Long Beach,CONTRACT,20-Oct-2022,17-Aug-2023
22,305.53360240189045,65.24140408433578,Emily,Green,Colorado Springs,Switzerland,Sales,,CONTRACT,18-Apr-2021,05-Jul-2023
92,49.15268416629426,59.20220789243271,Emma,Lewis,San Francisco,Singapore,Engineering,Sacramento,CONTRACT,21-Mar-2021,22-Aug-2022
39,652.8627432543433,52.36723993241107,Emma,Thompson,Miami,Thailand,Product,,CONTRACT,05-May-2023,29-Sep-2021
48,167.53060127946407,63.03453774153587,Daniel,Ramirez,Portland,Argentina,Quality Assurance,,CONTRACT,25-Jan-2022,22-Aug-2020
95,503.0444509687365,68.49301270506203,Sophia,Lee,Philadelphia,Japan,Design,,CONTRACT,22-Mar-2023,31-Oct-2021
67,282.9991964742113,50.36731426796761,Jackson,Thompson,Dallas,UK,Analytics,,CONTRACT,31-Oct-2020,06-Nov-2021
22,295.85693713999507,37.33401732310229,Joseph,Wilson,Detroit,Austria,IT,,CONTRACT,14-Sep-2021,28-Oct-2022
61,8.82800796377714,35.40195446633986,William,Martin,Colorado Springs,Italy,IT,,CONTRACT,26-Jun-2020,07-Jul-2020
6,46.48554003647942,69.82286543088807,Isabella,Rodriguez,San Antonio,Singapore,Quality Assurance,,CONTRACT,21-Oct-2022,21-Jan-2020
95,456.5762974277542,64.22289982800272,Emily,Martin,Phoenix,Colombia,Analytics,,CONTRACT,22-Jan-2021,01-Dec-2020
46,596.4289039400294,67.20539090403751,Matthew,Wright,Mesa,South Korea,Quality Assurance,,CONTRACT,11-Mar-2020,11-Jul-2022
78,230.19901150533963,54.75502776331983,Mason,Anderson,Albuquerque,Austria,Human Resources,,CONTRACT,11-Aug-2022,02-Mar-2022
67,679.8288377345284,18.147629413296187,Aria,Thomas,Kansas City,Italy,Quality Assurance,,CONTRACT,04-May-2021,31-Mar-2023
60,593.2242406559145,29.630000626353997,,Jackson,Las Vegas,Canada,Product,Mesa,CONTRACT,28-Aug-2020,06-Mar-2021
58,299.8283741592019,45.91856744142349,Mia,Green,Denver,Portugal,Research,,CONTRACT,23-Aug-2023,27-Jun-2021
1,760.7399588418232,59.99366950867277,Henry,Lopez,San Jose,Ireland,Analytics,,CONTRACT,17-Dec-2020,14-Oct-2021
90,158.03984163159268,51.951554395015435,Mason,Wilson,Los Angeles,Spain,Human Resources,,CONTRACT,04-Sep-2022,06-Jan-2020
88,346.67530272856095,51.4442142774383,Olivia,Clark,Detroit,Italy,IT,,CONTRACT,29-Jun-2023,01-Nov-2023
77,813.2777631966063,48.1924685359414,Olivia,Smith,Tucson,Italy,Finance,Albuquerque,CONTRACT,24-Aug-2021,21-Aug-2022
96,935.702659109517,40.62461541611866,Noah,Scott,Milwaukee,Switzerland,Customer Support,,CONTRACT,05-Oct-2022,19-May-2021
54,352.4398057437589,44.24441236451756,Victoria,Scott,Seattle,Switzerland,Marketing,,CONTRACT,27-Aug-2023,26-Mar-2023
6,674.0569181545495,60.77154019473533,Owen,Allen,Phoenix,Chile,Product,Long Beach,CONTRACT,06-Dec-2023,19-May-2023
1,747.354119469758,82.55079010023982,Noah,Miller,Denver,Austria,Finance,,CONTRACT,04-Nov-2022,05-Jan-2021
63,604.5519992102701,67.7412718122963,Owen,Garcia,Seattle,Thailand,IT,,CONTRACT,14-Dec-2020,17-Jan-2022
54,673.413746679113,67.76960101105297,Grace,Anderson,,Japan,Customer Support,,CONTRACT,13-May-2023,21-Nov-2020
9,352.6891353289614,43.2492862100168,David,Clark,Houston,Finland,Quality Assurance,,CONTRACT,23-Feb-2021,18-Mar-2022
87,392.4047693891256,32.66782841943262,Joseph,Martinez,Charlotte,Norway,Sales,,CONTRACT,15-Oct-2020,08-Nov-2023
31,32.67039147121986,66.60455662996807,Grace,Hernandez,,Germany,Analytics,,CONTRACT,26-Sep-2021,27-May-2020
2,504.6650861393936,63.94838735319762,Olivia,Lopez,Nashville,India,Design,Kansas City,CONTRACT,30-Jun-2023,06-Jul-2020
36,312.08193115751214,70.87085770900393,Sofia,Young,,New Zealand,IT,,CONTRACT,09-Oct-2022,22-Feb-2020
14,680.9378118422076,44.02743510008387,David,Wilson,Sacramento,Australia,Design,,CONTRACT,25-Nov-2021,05-May-2022
26,859.7814854650879,84.03105734957214,William,Thomas,Portland,Belgium,Marketing,,CONTRACT,21-Jun-2020,03-Jul-2021
52,671.3671722080821,43.074575860804906,,Scott,,India,Analytics,Mesa,CONTRACT,14-Oct-2021,14-Feb-2023
4,444.9152993058353,73.55373291467133,Riley,Hernandez,,Germany,Legal,Colorado Springs,CONTRACT,20-Feb-2023,15-Feb-2021
6,559.8357364546439,38.563553239203316,Sebastian,Robinson,Atlanta,Peru,Finance,,CONTRACT,23-Oct-2023,25-Apr-2021
10,374.32755198107213,78.02994729453145,Jack,Jones,San Diego,Ireland,Finance,,CONTRACT,17-Sep-2022,18-Oct-2022
26,620.8445989241078,64.3650273983208,Scarlett,Sanchez,Detroit,Italy,Finance,,CONTRACT,16-Feb-2022,01-Jan-2020
40,860.6447427285434,35.92575330187964,James,Martin,Atlanta,Poland,Product,,CONTRACT,02-Jul-2021,04-May-2020
85,759.9671413454674,11.064257235628475,,Thomas,Albuquerque,Colombia,Customer Support,,CONTRACT,20-Oct-2020,12-Jul-2022
9,106.22751066519054,63.15455178560956,Alexander,Robinson,Milwaukee,Ireland,Human Resources,Tucson,CONTRACT,15-Sep-2022,30-Jul-2022
67,500.42542279837585,57.50251883804769,Sofia,Jones,Memphis,Brazil,Procurement,,CONTRACT,13-Sep-2021,16-Feb-2021
6,51.78868371794809,85.81298077406369,Emma,Lewis,Chicago,Colombia,Finance,,CONTRACT,24-Jan-2022,29-Jun-2023
61,645.7978747198412,38.29823810597044,Mason,Taylor,San Antonio,USA,Quality Assurance,,CONTRACT,20-May-2023,22-Dec-2023
85,847.1990107304434,37.828591300873875,Mason,Thompson,Boston,Austria,Research,,CONTRACT,16-Jan-2020,14-Aug-2020
72,61.41186811374999,50.62131566684238,Amelia,Taylor,Austin,USA,Sales,,CONTRACT,24-Nov-2021,17-Feb-2020
83,67.0251414012506,17.37735648224608,Ella,Green,Denver,Ireland,Operations,,CONTRACT,25-Feb-2020,02-Feb-2023
38,722.9011464096943,79.88993688910519,Ethan,Gonzalez,Philadelphia,Denmark,Marketing,,CONTRACT,23-Sep-2023,24-Jan-2020
26,347.06397997012675,36.80114306980697,,Young,Kansas City,Poland,Engineering,,CONTRACT,02-Apr-2022,03-Jul-2020
43,564.0657451729779,68.6109465955021,Liam,Flores,Atlanta,Portugal,Customer Support,San Antonio,CONTRACT,29-Jul-2023,04-Jan-2020
58,294.6156316402089,62.50797064773745,Alexander,Brown,Indianapolis,Brazil,Sales,,CONTRACT,28-Dec-2021,15-Apr-2023
67,371.8113477687195,40.945744675649536,Liam,Anderson,Chicago,Italy,Procurement,Philadelphia,CONTRACT,20-Jun-2023,10-Oct-2023
48,764.9959018725966,69.11506003922327,Jackson,Williams,Portland,Netherlands,Quality Assurance,Miami,CONTRACT,17-Oct-2020,24-Aug-2020
14,819.9667183088152,45.273579370826674,Matthew,Perez,Boston,Spain,Legal,Chicago,CONTRACT,19-May-2022,25-Mar-2023
70,367.60010441494364,48.85877273358839,Grace,Moore,Nashville,Japan,Procurement,,CONTRACT,06-Feb-2020,19-Feb-2021
99,571.928350181931,57.1937469386356,Sofia,Walker,New York,China,Operations,,CONTRACT,28-Aug-2023,28-Sep-2021
83,113.69781174488946,56.88263728942251,Liam,Hernandez,Portland,UK,Design,Memphis,CONTRACT,18-Feb-2023,31-Jul-2021
30,708.2935880892383,36.857017057836416,Ava,Robinson,Jacksonville,China,Sales,,CONTRACT,19-Nov-2022,07-Nov-2020
